hour,hour_invocation,hour_of_day,day_of_week
1397,4.426952141057935,5,2
1398,4.2947103274559195,6,2
1399,10.692695214105793,7,2
1400,42.84634760705289,8,2
1401,91.63727959697734,9,2
1402,112.05919395465996,10,2
1403,114.81947942905123,11,2
1404,103.45717884130983,12,2
1405,87.50629722921914,13,2
1406,97.76448362720403,14,2
1407,121.06073327735795,15,2
1408,119.96873099973942,16,2
1409,112.83549031529574,17,2
1410,99.46645294252347,18,2
1411,94.64105793450882,19,2
1412,92.49370277078086,20,2
1413,93.17380352644837,21,2
1414,77.38035264483626,22,2
1415,58.2808564231738,23,2
1416,42.70780856423174,0,3
1417,22.71410579345088,1,3
1418,13.73425692695214,2,3
1419,8.142317380352644,3,3
1420,5.251889168765743,4,3
1421,4.653652392947103,5,3
1422,5.125944584382871,6,3
1423,12.903022670025189,7,3
1424,45.069269521410575,8,3
1425,93.3690176322418,9,3
1426,111.17918285445928,10,3
1427,113.24125859198224,11,3
1428,102.93364023278033,12,3
1429,90.42191435768262,13,3
1430,89.77959697732997,14,3
1431,116.69200034743334,15,3
1432,119.02437927311983,16,3
1433,113.76574307304786,17,3
1434,101.07682619647355,18,3
1435,91.05793450881612,19,3
1436,104.91610809887717,20,3
1437,94.49045809674251,21,3
1438,78.40050377833752,22,3
1439,65.59193954659949,23,3
1440,41.725440806045334,0,4
1441,24.143576826196472,1,4
1442,16.72544080604534,2,4
1443,9.697732997481108,3,4
1444,8.36272040302267,4,4
1445,4.89294710327456,5,4
1446,8.78463476070529,6,4
1447,16.00125944584383,7,4
1448,53.65869017632242,8,4
1449,118.14028945907869,9,4
1450,136.66523315107207,10,4
1451,142.20717884130983,11,4
1452,136.53133797599645,12,4
1453,125.41981528127624,13,4
1454,133.088161209068,14,4
1455,138.64137279596977,15,4
1456,135.09175962576467,16,4
1457,123.12820290106836,17,4
1458,111.69395465994963,18,4
1459,104.59068010075566,19,4
1460,111.19647355163728,20,4
1461,103.14861460957178,21,4
1462,92.75818639798489,22,4
1463,65.27078085642317,23,4
